rate,title,content,review_date,Reviews,Sentiment
2,Excessive Information Requested  ,"I needed to cancel a multi-flight international travel I had insured with Travel Insured as my Mother was dying.Thankfully several airlines gave me flight credits. When I submitted a claim for the segments that I was unable to receive a refund/flight credit, Travel Insured requested more information than was, IMO, needed to validate my claim. Some was invasive of privacy and insensitive  (e.g., name of the Executor of my Mother’s estate, statement from my mothers doctor confirming she was dying when I canceled my flights … even though I had dubmitted her death certificate). After expressing my dissatisfaction with a representative, my claim was ultimately accepted and payment was received.  ",2024-01-17,"Excessive Information Requested  . I needed to cancel a multi-flight international travel I had insured with Travel Insured as my Mother was dying.Thankfully several airlines gave me flight credits. When I submitted a claim for the segments that I was unable to receive a refund/flight credit, Travel Insured requested more information than was, IMO, needed to validate my claim. Some was invasive of privacy and insensitive  (e.g., name of the Executor of my Mother’s estate, statement from my mothers doctor confirming she was dying when I canceled my flights … even though I had dubmitted her death certificate). After expressing my dissatisfaction with a representative, my claim was ultimately accepted and payment was received.  ",NEGATIVE
3,Bought the insurance to protect myself…,Bought the insurance to protect myself from an unscrupulous charter cruise.   Not happy about the app getting shut off just before we left.  Did not have to utilize the insurance but was happy for the piece of mind,2024-04-08,Bought the insurance to protect myself from an unscrupulous charter cruise.   Not happy about the app getting shut off just before we left.  Did not have to utilize the insurance but was happy for the piece of mind,NEGATIVE
5,Thankfully we didn’t need the service…,Thankfully we didn’t need the service of travel insured international this recent trip but we have used them a couple of times in the past and they always came through provided good service and usually provided a check in a reasonable time.,2024-04-13,Thankfully we didn’t need the service of travel insured international this recent trip but we have used them a couple of times in the past and they always came through provided good service and usually provided a check in a reasonable time.,POSITIVE
5,Peace of Mind,"Thankfully we didn't need to use it, but the process of purchasing the insurance was easy. We purchased this travel insurance for our daughter who went on a school trip out of town. It gave us peace of mind because she deals with some health issues and it was her first time away from home without us. I would definitely recommend Travel Insured International.",2024-04-10,"Peace of Mind. Thankfully we didn't need to use it, but the process of purchasing the insurance was easy. We purchased this travel insurance for our daughter who went on a school trip out of town. It gave us peace of mind because she deals with some health issues and it was her first time away from home without us. I would definitely recommend Travel Insured International.",NEGATIVE
1,Didn't need any assistance from you,"Didn't need any assistance from you. Your cookie selections will not allow me to change them so I rate your ""0"".",2024-04-27,"Didn't need any assistance from you. Your cookie selections will not allow me to change them so I rate your ""0"".",NEGATIVE
5,Wonderful ,Wonderful experience. ,2024-04-13,Wonderful experience. ,POSITIVE
5,Easy to make the plan renewal.,Easy to make the renewal and a good competitive price on the annual plan.  Coverage is great.  Have not had to use the actual insurance coverage yet so cannot rate for effectiveness and response.,2024-04-04,Easy to make the plan renewal.. Easy to make the renewal and a good competitive price on the annual plan.  Coverage is great.  Have not had to use the actual insurance coverage yet so cannot rate for effectiveness and response.,NEGATIVE
5,Awesome Germany Trip,Most of the hotels were comfortable. Places we visited were awesome. Wish we could have stayed longer in Austria and Switzerland.,2024-04-09,Awesome Germany Trip. Most of the hotels were comfortable. Places we visited were awesome. Wish we could have stayed longer in Austria and Switzerland.,POSITIVE
5,Peace of mind = Fantastic Travel,,2024-04-02,Peace of mind = Fantastic Travel,POSITIVE
4,Good product,Good product.  Good price.  Would be better if the mobile app showed all of the multi-trip information.  ,2024-04-26,Good product.  Good price.  Would be better if the mobile app showed all of the multi-trip information.  ,NEGATIVE
3,Our claim took way too many months,"Our claim took way too many months to finalize. Sometimes documents weren’t received and no one told me I had to figure out that too much time went by and call in myself wondering why things weren’t progressing. I was continuously sent the same emails requesting the same things I had already sent in. One person who is helping me quit working for the company and no one followed up I had no idea thinking they were working on the case till I called in. It was one thing after the other that delayed it for way too long. In the end, the expenses were paid, but I don’t know that I would choose this company again",2024-04-26,"Our claim took way too many months to finalize. Sometimes documents weren’t received and no one told me I had to figure out that too much time went by and call in myself wondering why things weren’t progressing. I was continuously sent the same emails requesting the same things I had already sent in. One person who is helping me quit working for the company and no one followed up I had no idea thinking they were working on the case till I called in. It was one thing after the other that delayed it for way too long. In the end, the expenses were paid, but I don’t know that I would choose this company again",NEGATIVE
